range,code,event_date,y_prob,y_pred,close_t,close_t+1,close_t+2,close_t+3,close_t+4,close_t+5,
"[0.85,1.00]",10,7/9/25,0.87906814,1,3.29,3.62,3.98,3.9,3.73,3.37,1
"[0.85,1.00]",10,7/10/25,0.90208304,1,3.62,3.98,3.9,3.73,3.37,3.26,1
"[0.85,1.00]",10,7/11/25,0.9429109,1,3.98,3.9,3.73,3.37,3.26,3.18,0
"[0.85,1.00]",26,6/27/25,0.8995054,1,14.38,15.82,16.51,18.16,18.8,17.48,1
"[0.85,1.00]",26,6/30/25,0.925678,1,15.82,16.51,18.16,18.8,17.48,17.16,1
"[0.85,1.00]",26,7/2/25,0.89149314,1,18.16,18.8,17.48,17.16,16.77,17.4,1
"[0.85,1.00]",26,7/3/25,0.85623676,1,18.8,17.48,17.16,16.77,17.4,16.48,0
"[0.85,1.00]",37,7/7/25,0.881104,1,10.56,10.53,10.38,10.29,9.99,10.27,0
"[0.85,1.00]",514,7/7/25,0.8813497,1,5.15,5.67,6.24,6.86,7.08,6.37,1
"[0.85,1.00]",514,7/8/25,0.8821504,1,5.67,6.24,6.86,7.08,6.37,7.01,1
"[0.85,1.00]",514,7/9/25,0.9173056,1,6.24,6.86,7.08,6.37,7.01,6.85,1
"[0.85,1.00]",514,7/10/25,0.85906374,1,6.86,7.08,6.37,7.01,6.85,6.59,1
"[0.85,1.00]",514,7/16/25,0.85251534,1,6.85,6.59,6.31,6.21,6.1,5.98,0
"[0.85,1.00]",533,8/4/25,0.8667398,1,7.68,7.52,7.57,7.56,,,0
"[0.85,1.00]",546,7/18/25,0.8685891,1,5.51,5.6,5.64,5.35,5.65,5.63,1
"[0.85,1.00]",554,6/16/25,0.9046321,1,7.78537389,8.06236305,7.67655672,8.06236305,7.43913744,8.18107269,1
"[0.85,1.00]",554,6/23/25,0.91408277,1,8.18107269,7.35999768,6.81,7.02,6.78,7.07,0
"[0.85,1.00]",558,7/28/25,0.8756722,1,5.71,5.99,6.59,6.7,7.37,7.03,1
"[0.85,1.00]",558,7/31/25,0.85495526,1,6.7,7.37,7.03,7.32,6.62,5.96,1
"[0.85,1.00]",558,8/1/25,0.88252485,1,7.37,7.03,7.32,6.62,5.96,,0
"[0.85,1.00]",558,8/4/25,0.8857805,1,7.03,7.32,6.62,5.96,,,1
"[0.85,1.00]",572,7/24/25,0.85513926,1,4.92,4.6,4.51,4.5,4.54,4.38,0
"[0.85,1.00]",590,7/10/25,0.87205327,1,13.32,14.3,13.86,13.86,12.47,13.02,1
"[0.85,1.00]",590,7/17/25,0.87027085,1,13.02,12.49,12.12,11.83,11.78,12.03,0
"[0.85,1.00]",601,7/7/25,0.93160164,1,6.12,6.28,6.45,5.93,5.97,5.93,1
"[0.85,1.00]",607,7/8/25,0.8850409,1,4.95,5.45,6,6.6,5.94,5.54,1
"[0.85,1.00]",607,7/9/25,0.9128271,1,5.45,6,6.6,5.94,5.54,5.14,1
"[0.85,1.00]",607,7/10/25,0.92822254,1,6,6.6,5.94,5.54,5.14,5.09,1
"[0.85,1.00]",607,7/11/25,0.9343915,1,6.6,5.94,5.54,5.14,5.09,4.96,0
"[0.85,1.00]",633,6/24/25,0.8585431,1,6.15,6.15,6.15,6.15,6.15,6.77,1
"[0.85,1.00]",633,6/25/25,0.8586124,1,6.15,6.15,6.15,6.15,6.77,6.49,1
"[0.85,1.00]",633,6/26/25,0.8844975,1,6.15,6.15,6.15,6.77,6.49,6.04,1
"[0.85,1.00]",633,6/30/25,0.89753675,1,6.15,6.77,6.49,6.04,5.9,6.04,1
"[0.85,1.00]",633,7/1/25,0.9726273,1,6.77,6.49,6.04,5.9,6.04,6.09,0
"[0.85,1.00]",637,6/20/25,0.8746745,1,4.87,5.36,4.82,4.34,4.56,4.24,1
"[0.85,1.00]",637,6/23/25,0.9121208,1,5.36,4.82,4.34,4.56,4.24,4.28,0
"[0.85,1.00]",655,7/9/25,0.890362,1,8.88,9.77,10.21,9.19,8.4,8.22,1
"[0.85,1.00]",655,7/10/25,0.87057626,1,9.77,10.21,9.19,8.4,8.22,8.4,1
"[0.85,1.00]",657,7/24/25,0.8857498,1,17.8,19.08,18.01,19,17.1,16.11,1
"[0.85,1.00]",680,7/28/25,0.85268486,1,11.03,10.71,10.2,9.95,9.89,9.77,0
"[0.85,1.00]",702,7/11/25,0.87090224,1,8.48,7.82,7.49,7.53,7.57,7.54,0
"[0.85,1.00]",705,7/17/25,0.9124116,1,10.55,10.38,9.88,9.47,9.29,9.42,0
"[0.85,1.00]",716,8/5/25,0.8579036,1,6.54,6.54,6.54,,,,0
"[0.85,1.00]",716,8/6/25,0.89001024,1,6.54,6.54,,,,,0
"[0.85,1.00]",716,8/7/25,0.9034838,1,6.54,,,,,,0
"[0.85,1.00]",796,7/8/25,0.85841346,1,4.44,4.4,4.38,4.46,4.35,4.12,1
"[0.85,1.00]",796,7/22/25,0.9193546,1,5.23,4.71,5.18,5.39,5.01,5.16,1
"[0.85,1.00]",796,7/24/25,0.89693475,1,5.18,5.39,5.01,5.16,5.68,5.34,1
"[0.85,1.00]",796,7/25/25,0.8606547,1,5.39,5.01,5.16,5.68,5.34,5.19,1
"[0.85,1.00]",796,7/31/25,0.9119378,1,5.34,5.19,5.32,5.44,5.17,5.01,1
"[0.85,1.00]",838,7/7/25,0.873279,1,3.01,2.96,3.04,3.17,3.07,2.99,1
"[0.85,1.00]",838,7/9/25,0.8667382,1,3.04,3.17,3.07,2.99,2.89,2.88,1
"[0.85,1.00]",838,7/11/25,0.8626875,1,3.07,2.99,2.89,2.88,2.88,2.89,0
"[0.85,1.00]",892,6/23/25,0.9048983,1,4.21,4.63,4.36,4.8,4.86,4.84,1
"[0.85,1.00]",892,6/24/25,0.9322422,1,4.63,4.36,4.8,4.86,4.84,4.73,1
"[0.85,1.00]",892,6/25/25,0.8845641,1,4.36,4.8,4.86,4.84,4.73,4.37,1
"[0.85,1.00]",892,6/26/25,0.9163385,1,4.8,4.86,4.84,4.73,4.37,4.81,1
"[0.85,1.00]",892,6/27/25,0.8838913,1,4.86,4.84,4.73,4.37,4.81,4.78,0
"[0.85,1.00]",892,7/1/25,0.8501637,1,4.73,4.37,4.81,4.78,4.7,4.7,1
"[0.85,1.00]",892,7/9/25,0.8791255,1,5.17,5.69,5.3,4.82,4.83,4.92,1
"[0.85,1.00]",892,7/10/25,0.91198397,1,5.69,5.3,4.82,4.83,4.92,4.85,0
"[0.85,1.00]",965,7/15/25,0.85913324,1,4.74,4.53,4.41,4.34,4.37,4.5,0
"[0.85,1.00]",989,7/9/25,0.8545704,1,11,11.66,11.8,11.51,11.09,11.41,1
"[0.85,1.00]",1203,7/9/25,0.8596132,1,10.84,11.1,10.78,11.1,10.65,10.47,1
"[0.85,1.00]",1236,6/16/25,0.87040496,1,11,11.09,10.86,10.12,9.55,9.93,1
"[0.85,1.00]",1236,6/24/25,0.8530979,1,10.92,12.01,13.21,14.53,15.98,14.38,1
"[0.85,1.00]",1236,6/25/25,0.91019446,1,12.01,13.21,14.53,15.98,14.38,12.94,1
"[0.85,1.00]",1236,6/26/25,0.9533329,1,13.21,14.53,15.98,14.38,12.94,12.7,1
"[0.85,1.00]",1236,6/27/25,0.9349224,1,14.53,15.98,14.38,12.94,12.7,13.16,1
"[0.85,1.00]",1236,6/30/25,0.93365204,1,15.98,14.38,12.94,12.7,13.16,14.24,0
"[0.85,1.00]",1239,7/22/25,0.8727061,1,19.15,21.07,19.41,18.3,18.78,18.55,1
"[0.85,1.00]",1267,7/24/25,0.89086723,1,13,13,11.7,11.89,13.08,14.39,1
"[0.85,1.00]",1298,6/27/25,0.9008553,1,29.49,32.44,33.56,35.16,38.68,34.81,1
"[0.85,1.00]",1298,6/30/25,0.8530039,1,32.44,33.56,35.16,38.68,34.81,33.02,1
"[0.85,1.00]",1318,7/30/25,0.8570381,1,16.49,18.14,16.4,14.82,14.37,14.38,1
"[0.85,1.00]",1318,7/31/25,0.900391,1,18.14,16.4,14.82,14.37,14.38,14.3,0
"[0.85,1.00]",1331,7/31/25,0.88720006,1,12.72,13.99,15.39,13.92,12.53,11.98,1
"[0.85,1.00]",1331,8/1/25,0.8618401,1,13.99,15.39,13.92,12.53,11.98,,1
"[0.85,1.00]",1331,8/4/25,0.9138302,1,15.39,13.92,12.53,11.98,,,0
"[0.85,1.00]",1359,7/21/25,0.85474235,1,48.84,51,53.3,53.71,52.9,51.8,1
"[0.85,1.00]",1360,7/21/25,0.87603337,1,17.17,18.89,20.78,18.71,16.84,16.4,1
"[0.85,1.00]",1360,7/22/25,0.89288414,1,18.89,20.78,18.71,16.84,16.4,16.19,1
"[0.85,1.00]",2015,6/13/25,0.912362,1,9.74,10.71,11.78,12.96,11.87,10.68,1
"[0.85,1.00]",2015,6/17/25,0.8502336,1,11.78,12.96,11.87,10.68,11.19,11.3,1
"[0.85,1.00]",2015,6/18/25,0.8706798,1,12.96,11.87,10.68,11.19,11.3,11.87,0
"[0.85,1.00]",2017,6/12/25,0.8540574,1,12.97,12.06,13.27,14.6,16.06,17.01,1
"[0.85,1.00]",2017,6/16/25,0.87016153,1,13.27,14.6,16.06,17.01,15.64,16.15,1
"[0.85,1.00]",2017,6/17/25,0.8883123,1,14.6,16.06,17.01,15.64,16.15,17.77,1
"[0.85,1.00]",2017,6/18/25,0.87703735,1,16.06,17.01,15.64,16.15,17.77,16.95,1
"[0.85,1.00]",2017,6/19/25,0.87834626,1,17.01,15.64,16.15,17.77,16.95,16.53,1
"[0.85,1.00]",2017,6/23/25,0.85698354,1,16.15,17.77,16.95,16.53,16.75,18.43,1
"[0.85,1.00]",2017,6/24/25,0.8869839,1,17.77,16.95,16.53,16.75,18.43,17.6,1
"[0.85,1.00]",2017,6/25/25,0.87149084,1,16.95,16.53,16.75,18.43,17.6,16.46,1
"[0.85,1.00]",2017,6/30/25,0.8798037,1,18.43,17.6,16.46,16.59,16.22,17,0
"[0.85,1.00]",2017,7/16/25,0.87842095,1,18.24,18.04,18.48,20.33,22.36,22.83,1
"[0.85,1.00]",2017,7/21/25,0.8815919,1,20.33,22.36,22.83,23.4,24.78,27.26,1
"[0.85,1.00]",2017,7/22/25,0.86756927,1,22.36,22.83,23.4,24.78,27.26,27.1,1
"[0.85,1.00]",2017,7/28/25,0.8649997,1,27.26,27.1,24.39,24.85,24.74,24.69,0
"[0.85,1.00]",2022,8/7/25,0.87643194,1,7.95,,,,,,0
"[0.85,1.00]",2037,7/21/25,0.9031565,1,10.66,11.73,12.9,14.19,14.8,15.26,1
"[0.85,1.00]",2037,7/22/25,0.9646125,1,11.73,12.9,14.19,14.8,15.26,16.06,1
"[0.85,1.00]",2037,7/23/25,0.9055964,1,12.9,14.19,14.8,15.26,16.06,15.28,1
"[0.85,1.00]",2046,8/7/25,0.85343665,1,28.23,,,,,,0
"[0.85,1.00]",2082,7/15/25,0.8704629,1,7.79,8.57,8.45,8.15,7.94,7.53,1
"[0.85,1.00]",2082,7/16/25,0.8852617,1,8.57,8.45,8.15,7.94,7.53,7.45,0
"[0.85,1.00]",2086,7/15/25,0.85093075,1,3.07,2.94,2.98,2.99,3.01,2.95,0
"[0.85,1.00]",2090,7/22/25,0.86127204,1,11.07,10.2,10.09,9.94,10.01,9.99,0
"[0.85,1.00]",2097,7/22/25,0.86170334,1,9.7,10.67,11.74,11.01,12.11,13.32,1
"[0.85,1.00]",2097,7/23/25,0.8998649,1,10.67,11.74,11.01,12.11,13.32,13.73,1
"[0.85,1.00]",2097,7/24/25,0.9085252,1,11.74,11.01,12.11,13.32,13.73,13.25,1
"[0.85,1.00]",2097,7/29/25,0.895491,1,13.32,13.73,13.25,14.19,15.61,17.17,1
"[0.85,1.00]",2097,7/31/25,0.87090236,1,13.25,14.19,15.61,17.17,17.5,15.75,1
"[0.85,1.00]",2097,8/1/25,0.8662818,1,14.19,15.61,17.17,17.5,15.75,,1
"[0.85,1.00]",2098,7/7/25,0.86708575,1,9.96,9.92,9.8,9.62,9.57,9.62,0
"[0.85,1.00]",2103,6/30/25,0.86599904,1,11.47,11.48,10.86,10.85,10.73,10.75,1
"[0.85,1.00]",2104,6/11/25,0.86416715,1,11.4813006,11.74969464,12.15725596,13.3699994,14.71,15.58,1
"[0.85,1.00]",2104,6/12/25,0.872281,1,11.74969464,12.15725596,13.3699994,14.71,15.58,14.66,1
"[0.85,1.00]",2104,6/16/25,0.8949537,1,13.3699994,14.71,15.58,14.66,14.7,16.17,1
"[0.85,1.00]",2104,6/17/25,0.89318854,1,14.71,15.58,14.66,14.7,16.17,17.08,1
"[0.85,1.00]",2107,7/14/25,0.9002491,1,7.46,6.97,6.69,7.36,7.25,7.1,0
"[0.85,1.00]",2108,6/26/25,0.91820824,1,4.11,4.1,3.86,3.75,3.73,3.76,0
"[0.85,1.00]",2115,6/16/25,0.87930083,1,9,9,9.15,8.71,8.49,8.83,1
"[0.85,1.00]",2115,6/24/25,0.8638565,1,9.13,9.05,9.1,9.27,9.23,9.12,1
"[0.85,1.00]",2121,7/10/25,0.8968286,1,6.26,5.98,6.58,6.47,6.03,6.13,1
"[0.85,1.00]",2125,6/20/25,0.91136026,1,12.29,13.52,14.87,16.36,15.9,14.81,1
"[0.85,1.00]",2125,6/23/25,0.88259476,1,13.52,14.87,16.36,15.9,14.81,14.53,1
"[0.85,1.00]",2125,6/24/25,0.90858436,1,14.87,16.36,15.9,14.81,14.53,14.1,1
"[0.85,1.00]",2125,6/25/25,0.87711346,1,16.36,15.9,14.81,14.53,14.1,13.94,0
"[0.85,1.00]",2133,7/15/25,0.8836704,1,3.42,3.19,3.16,3.13,3.16,3.19,0
"[0.85,1.00]",2148,8/5/25,0.9015351,1,8.57,9.43,10.37,,,,1
"[0.85,1.00]",2148,8/6/25,0.9227361,1,9.43,10.37,,,,,1
"[0.85,1.00]",2148,8/7/25,0.9171752,1,10.37,,,,,,0
"[0.85,1.00]",2161,7/25/25,0.8603417,1,8.09,7.99,7.83,7.91,8.26,7.91,1
"[0.85,1.00]",2163,7/24/25,0.8787857,1,11.65,11.47,10.77,10.6,10.71,10.16,0
"[0.85,1.00]",2167,6/26/25,0.8926864,1,11.5,11.06,11.13,10.95,10.86,10.95,0
"[0.85,1.00]",2167,7/24/25,0.85410416,1,13.7,13.24,13.31,12.99,12.63,12.35,0
"[0.85,1.00]",2167,7/28/25,0.8626421,1,13.31,12.99,12.63,12.35,12.41,12.57,0
"[0.85,1.00]",2173,7/1/25,0.894723,1,15.68,15,15.32,15.93,15.17,15.21,1
"[0.85,1.00]",2173,8/5/25,0.8558469,1,16.23,15.88,17.47,,,,1
"[0.85,1.00]",2173,8/7/25,0.90337926,1,17.47,,,,,,0
"[0.85,1.00]",2176,7/25/25,0.85128653,1,7.74,7.74,8.12,7.83,7.56,7.59,1
"[0.85,1.00]",2178,7/17/25,0.8556011,1,7.08,7.79,7.28,6.99,7.23,7.03,1
"[0.85,1.00]",2178,7/18/25,0.87822604,1,7.79,7.28,6.99,7.23,7.03,7.73,0
"[0.85,1.00]",2178,7/25/25,0.9044879,1,7.73,7.7,7.79,7.4,7.39,7.15,1
"[0.85,1.00]",2181,6/11/25,0.93135995,1,8.07,8.88,7.99,7.28,6.93,6.78,1
"[0.85,1.00]",2181,6/12/25,0.8509342,1,8.88,7.99,7.28,6.93,6.78,6.68,0
"[0.85,1.00]",2189,6/26/25,0.88577366,1,26.85,28,30.8,31.52,28.5,27.25,1
"[0.85,1.00]",2189,6/30/25,0.87696797,1,30.8,31.52,28.5,27.25,27.05,27.29,1
"[0.85,1.00]",2190,6/30/25,0.86817473,1,39.06,38.58,36.87,36.89,36.4,36.44,0
"[0.85,1.00]",2201,7/7/25,0.9127215,1,8.26,9.09,9.47,8.52,8.08,8.15,1
"[0.85,1.00]",2201,7/8/25,0.9308689,1,9.09,9.47,8.52,8.08,8.15,8.12,1
"[0.85,1.00]",2201,7/9/25,0.8519479,1,9.47,8.52,8.08,8.15,8.12,7.96,0
"[0.85,1.00]",2205,7/22/25,0.90861255,1,13.56,12.72,13.99,13.3,14.63,14.57,1
"[0.85,1.00]",2205,7/24/25,0.859201,1,13.99,13.3,14.63,14.57,14.4,13.62,1
"[0.85,1.00]",2205,7/28/25,0.908676,1,14.63,14.57,14.4,13.62,12.99,13.06,0
"[0.85,1.00]",2207,6/13/25,0.8700918,1,6.86,7.55,8.31,9.14,10.05,9.62,1
"[0.85,1.00]",2207,6/16/25,0.953558,1,7.55,8.31,9.14,10.05,9.62,10.58,1
"[0.85,1.00]",2207,6/17/25,0.9131701,1,8.31,9.14,10.05,9.62,10.58,9.52,1
"[0.85,1.00]",2209,7/15/25,0.88448465,1,16.85,18.54,17.09,16.41,15.78,15.22,1
"[0.85,1.00]",2209,7/16/25,0.9125268,1,18.54,17.09,16.41,15.78,15.22,15.83,0
"[0.85,1.00]",2213,6/25/25,0.8611617,1,19.4,18.69,18.71,19.31,20,18.2,1
"[0.85,1.00]",2217,6/23/25,0.93393385,1,2.14,2.35,2.59,2.85,2.74,2.69,1
"[0.85,1.00]",2218,7/9/25,0.8644237,1,4.08,4.49,4.57,4.47,4.02,3.81,1
"[0.85,1.00]",2218,7/10/25,0.9321948,1,4.49,4.57,4.47,4.02,3.81,3.8,1
"[0.85,1.00]",2225,7/8/25,0.850636,1,5.92,5.9,6.23,6.19,6.34,6.18,1
"[0.85,1.00]",2229,7/16/25,0.8540104,1,18.69,20.56,19.55,19.41,18.82,18.61,1
"[0.85,1.00]",2229,7/17/25,0.8816195,1,20.56,19.55,19.41,18.82,18.61,18.94,0
"[0.85,1.00]",2235,6/13/25,0.9058702,1,6.9,7.12,7.33,8.06,8.21,9.03,1
"[0.85,1.00]",2235,6/18/25,0.85755974,1,8.06,8.21,9.03,9.93,9.81,9.42,1
"[0.85,1.00]",2235,6/24/25,0.8710653,1,9.81,9.42,9.9,10,10.6,11.66,1
"[0.85,1.00]",2235,6/25/25,0.88950974,1,9.42,9.9,10,10.6,11.66,10.49,1
"[0.85,1.00]",2235,6/26/25,0.85315037,1,9.9,10,10.6,11.66,10.49,9.84,1
"[0.85,1.00]",2235,7/1/25,0.8904744,1,11.66,10.49,9.84,9.43,9.75,9.7,0
"[0.85,1.00]",2246,7/21/25,0.8713165,1,19.57,21.53,19.83,18,17.31,17.6,1
"[0.85,1.00]",2246,7/22/25,0.8994751,1,21.53,19.83,18,17.31,17.6,17.53,0
"[0.85,1.00]",2248,8/6/25,0.85291594,1,10.99,11.19,,,,,1
"[0.85,1.00]",2263,6/24/25,0.85183775,1,2.82,3.1,3.41,3.75,4.13,4.21,1
"[0.85,1.00]",2263,6/25/25,0.9022302,1,3.1,3.41,3.75,4.13,4.21,3.92,1
"[0.85,1.00]",2263,6/26/25,0.88125515,1,3.41,3.75,4.13,4.21,3.92,4.31,1
"[0.85,1.00]",2263,6/27/25,0.91548127,1,3.75,4.13,4.21,3.92,4.31,4.42,1
"[0.85,1.00]",2263,6/30/25,0.9247941,1,4.13,4.21,3.92,4.31,4.42,4.15,1
"[0.85,1.00]",2263,7/1/25,0.88240707,1,4.21,3.92,4.31,4.42,4.15,4.57,1
"[0.85,1.00]",2265,6/26/25,0.8944235,1,28.7,28.16,30.55,29.22,26.97,26.85,1
"[0.85,1.00]",2265,6/27/25,0.8626356,1,28.16,30.55,29.22,26.97,26.85,27.59,1
"[0.85,1.00]",2265,6/30/25,0.90122736,1,30.55,29.22,26.97,26.85,27.59,27.63,0
"[0.85,1.00]",2265,7/1/25,0.90316236,1,29.22,26.97,26.85,27.59,27.63,27.35,0
"[0.85,1.00]",2265,7/21/25,0.8635454,1,36.98,39.51,38.34,37.27,38.81,41.5,1
"[0.85,1.00]",2265,7/23/25,0.8552471,1,38.34,37.27,38.81,41.5,43.1,38.81,1
"[0.85,1.00]",2266,7/22/25,0.8644126,1,4.06,4.47,4.29,4,3.76,3.74,1
"[0.85,1.00]",2266,7/23/25,0.89244145,1,4.47,4.29,4,3.76,3.74,3.67,0
"[0.85,1.00]",2295,7/3/25,0.92199093,1,10.36,9.32,9.13,10.04,11.04,10.35,1
"[0.85,1.00]",2297,7/22/25,0.9001875,1,9.57,10.53,9.83,9.9,10.89,10.22,1
"[0.85,1.00]",2297,7/23/25,0.9533154,1,10.53,9.83,9.9,10.89,10.22,9.66,1
"[0.85,1.00]",2297,7/29/25,0.8501833,1,10.22,9.66,8.97,8.82,9.1,9.05,0
"[0.85,1.00]",2302,7/22/25,0.9314659,1,7.29,7.49,7.11,6.66,6.58,6.75,1
"[0.85,1.00]",2314,7/3/25,0.8837647,1,3.17,2.93,3.22,3.33,3.24,3.56,1
"[0.85,1.00]",2314,7/10/25,0.8960717,1,3.56,3.39,3.21,3.05,2.97,2.98,0
"[0.85,1.00]",2329,7/17/25,0.886202,1,4.58,4.24,4,3.9,3.84,3.88,0
"[0.85,1.00]",2342,7/3/25,0.90010244,1,7.52,6.79,6.89,7.31,8.04,7.55,1
"[0.85,1.00]",2348,6/16/25,0.90432066,1,4.26,4.51,4.18,4.24,3.91,3.96,1
"[0.85,1.00]",2348,6/17/25,0.87545663,1,4.51,4.18,4.24,3.91,3.96,3.98,0
"[0.85,1.00]",2354,8/7/25,0.8502475,1,7.45,,,,,,0
"[0.85,1.00]",2356,7/9/25,0.86875546,1,3.36,3.7,4.07,3.71,3.5,3.38,1
"[0.85,1.00]",2356,7/11/25,0.92617196,1,4.07,3.71,3.5,3.38,3.34,3.36,0
"[0.85,1.00]",2360,7/22/25,0.9076697,1,6.42,5.78,5.72,5.56,5.53,5.47,0
"[0.85,1.00]",2365,6/12/25,0.86419725,1,22.95,25.25,27.05,25.7,28.27,25.44,1
"[0.85,1.00]",2365,6/13/25,0.87918997,1,25.25,27.05,25.7,28.27,25.44,26.9,1
"[0.85,1.00]",2365,6/16/25,0.8883733,1,27.05,25.7,28.27,25.44,26.9,29.59,1
"[0.85,1.00]",2365,6/17/25,0.8783634,1,25.7,28.27,25.44,26.9,29.59,29.62,1
"[0.85,1.00]",2365,6/18/25,0.8836256,1,28.27,25.44,26.9,29.59,29.62,27.29,1
"[0.85,1.00]",2365,6/20/25,0.8942828,1,26.9,29.59,29.62,27.29,28.62,26.75,1
"[0.85,1.00]",2366,6/12/25,0.8554577,1,7.45,7.56,7.69,8.46,8.2,8.19,1
"[0.85,1.00]",2366,6/17/25,0.882275,1,8.46,8.2,8.19,7.49,8.24,8.04,0
"[0.85,1.00]",2370,7/16/25,0.8907082,1,4.41,4.85,4.94,5.43,5.2,5.42,1
"[0.85,1.00]",2370,7/17/25,0.9206121,1,4.85,4.94,5.43,5.2,5.42,5.28,1
"[0.85,1.00]",2370,7/18/25,0.85771245,1,4.94,5.43,5.2,5.42,5.28,5.63,1
"[0.85,1.00]",2370,7/21/25,0.8976005,1,5.43,5.2,5.42,5.28,5.63,6.19,1
"[0.85,1.00]",2370,7/23/25,0.8946212,1,5.42,5.28,5.63,6.19,6.81,7.17,1
"[0.85,1.00]",2370,7/24/25,0.90337694,1,5.28,5.63,6.19,6.81,7.17,6.73,1
"[0.85,1.00]",2370,7/25/25,0.9019935,1,5.63,6.19,6.81,7.17,6.73,7.4,1
"[0.85,1.00]",2370,7/28/25,0.91999495,1,6.19,6.81,7.17,6.73,7.4,8.09,1
"[0.85,1.00]",2370,7/29/25,0.90560144,1,6.81,7.17,6.73,7.4,8.09,7.43,1
"[0.85,1.00]",2370,8/1/25,0.9120151,1,7.4,8.09,7.43,7.17,6.66,,1
"[0.85,1.00]",2370,8/4/25,0.926673,1,8.09,7.43,7.17,6.66,,,0
"[0.85,1.00]",2370,8/5/25,0.8721688,1,7.43,7.17,6.66,,,,0
"[0.85,1.00]",2370,8/6/25,0.8661863,1,7.17,6.66,,,,,0
"[0.85,1.00]",2376,6/12/25,0.8845859,1,8.62,8.14,8.36,7.96,7.71,7.47,0
"[0.85,1.00]",2377,7/8/25,0.87568253,1,3.39,3.31,3.28,3.2,3.28,3.25,0
"[0.85,1.00]",2401,7/14/25,0.85051984,1,19.67,20.27,18.83,20.71,20.98,20.23,1
"[0.85,1.00]",2401,7/23/25,0.85907924,1,22.64,21.58,21.97,22.39,22.5,22.01,0
"[0.85,1.00]",2413,7/3/25,0.8769607,1,6.14,5.9,5.8,5.91,5.84,5.74,0
"[0.85,1.00]",2424,8/1/25,0.86056626,1,6.53,6.65,6.2,6,6.02,,1
"[0.85,1.00]",2426,6/24/25,0.87380415,1,3.44,3.3,3.25,3.35,3.39,3.31,0
"[0.85,1.00]",2437,8/1/25,0.85230196,1,4.04,3.81,3.75,3.64,3.55,,0
"[0.85,1.00]",2467,6/27/25,0.8525405,1,6.41,6.47,6.36,6.48,6.38,6.47,1
"[0.85,1.00]",2476,6/19/25,0.8649906,1,5.23,5.4,5.67,5.1,4.82,4.94,1
"[0.85,1.00]",2476,6/23/25,0.85094196,1,5.67,5.1,4.82,4.94,4.82,4.87,0
"[0.85,1.00]",2490,6/13/25,0.8620133,1,4.35,4.79,5.27,5.8,6.38,7.02,1
"[0.85,1.00]",2490,6/16/25,0.9502425,1,4.79,5.27,5.8,6.38,7.02,7.72,1
"[0.85,1.00]",2490,6/17/25,0.93450445,1,5.27,5.8,6.38,7.02,7.72,6.95,1
"[0.85,1.00]",2490,6/18/25,0.9332583,1,5.8,6.38,7.02,7.72,6.95,6.34,1
"[0.85,1.00]",2490,6/20/25,0.93555355,1,7.02,7.72,6.95,6.34,6.8,6.23,1
"[0.85,1.00]",2490,6/23/25,0.9333208,1,7.72,6.95,6.34,6.8,6.23,6.36,0
"[0.85,1.00]",2490,6/25/25,0.8638164,1,6.34,6.8,6.23,6.36,6.14,6.27,1
"[0.85,1.00]",2490,6/26/25,0.8974705,1,6.8,6.23,6.36,6.14,6.27,6.08,0
"[0.85,1.00]",2492,6/17/25,0.85689974,1,6.89,6.46,5.96,6.02,6.28,5.92,0
"[0.85,1.00]",2497,7/22/25,0.8527777,1,14.53,15.5,14.79,15.59,15.75,15.57,1
"[0.85,1.00]",2537,6/23/25,0.88484234,1,9.47,10.42,11.46,11.08,10.81,11.08,1
"[0.85,1.00]",2542,7/17/25,0.8543942,1,3.69,3.81,4.19,4.61,4.55,5.01,1
"[0.85,1.00]",2542,7/21/25,0.8517686,1,4.19,4.61,4.55,5.01,4.51,4.09,1
"[0.85,1.00]",2542,7/22/25,0.9451385,1,4.61,4.55,5.01,4.51,4.09,4.06,1
"[0.85,1.00]",2546,7/10/25,0.8668178,1,6.31,6.09,6.08,6.11,5.98,5.99,0
"[0.85,1.00]",2549,7/1/25,0.9009273,1,11.33,12.46,13.26,11.93,11.58,11.81,1
"[0.85,1.00]",2549,7/2/25,0.89016926,1,12.46,13.26,11.93,11.58,11.81,11.62,1
"[0.85,1.00]",2549,7/7/25,0.8528012,1,11.58,11.81,11.62,11.46,11.48,11.4,1
"[0.85,1.00]",2550,6/13/25,0.90069777,1,10.23,9.43,9.08,8.54,8.45,8.63,0
"[0.85,1.00]",2550,7/16/25,0.86087996,1,10.69,11.38,11.97,12.27,11.58,11.39,1
"[0.85,1.00]",2550,7/17/25,0.8598704,1,11.38,11.97,12.27,11.58,11.39,11.23,1
"[0.85,1.00]",2550,7/18/25,0.8812847,1,11.97,12.27,11.58,11.39,11.23,11.26,1
"[0.85,1.00]",2551,8/7/25,0.868836,1,4.22,,,,,,0
"[0.85,1.00]",2556,6/12/25,0.8938558,1,7.47,6.72,6.53,6.46,6.22,6,0
"[0.85,1.00]",2562,7/7/25,0.8942404,1,5.96,5.85,6.28,6.09,5.69,6.26,1
"[0.85,1.00]",2562,7/9/25,0.8507219,1,6.28,6.09,5.69,6.26,6.51,6.24,1
"[0.85,1.00]",2562,7/14/25,0.85751826,1,6.26,6.51,6.24,6.28,6.22,6.27,1
